Timestamp,1
0,-56
317,-55
529,-55
634,-48
841,-53
950,-48
1155,-53
1258,-53
1367,-48
1468,-48
1570,-48
1670,-48
1985,-48
2086,-48
2301,-48
2408,-56
2620,-53
2724,-55
2937,-55
3046,-53
3146,-53
3255,-48
3364,-56
3785,-48
3990,-53
4092,-53
4193,-53
4512,-56
4924,-53
5240,-53
5455,-53
5556,-53
5660,-56
5871,-53
5979,-48
6394,-48
6500,-53
6602,-53
6818,-56
7125,-48
7235,-56
7339,-48
7449,-56
7555,-48
7656,-48
7764,-55
8183,-48
8289,-53
8391,-53
8600,-48
8708,-55
8815,-48
8918,-53
9017,-48
9229,-48
9763,-53
9871,-48
10086,-48
10186,-48
10289,-48
10496,-56
10816,-48
10925,-56
11026,-55
11127,-55
11232,-48
11436,-48
11536,-48
11644,-55
11750,-48
11858,-55
12069,-53
12170,-53
12387,-55
12492,-48
12597,-53
12703,-55
12808,-48
12912,-53
13014,-53
13643,-53
14071,-53
14180,-48
14503,-55
14603,-56
14705,-56
14807,-56
14908,-55
15013,-48
15118,-53
15218,-53
15436,-55
15537,-56
15646,-53
15746,-53
15852,-55
15953,-56
16056,-56
16164,-53
16782,-53
16889,-55
17304,-56
17409,-48
17927,-48
18353,-48
18463,-56
18879,-55
18983,-48
19089,-53
19303,-53
19404,-53
19506,-53
19611,-56
19718,-53
19932,-53
20033,-53
20138,-56
20245,-48
20345,-48
20455,-56
20769,-56
20874,-48
20976,-48
21294,-53
21396,-53
21504,-48
21613,-56
21822,-53
21931,-48
22040,-55
22253,-55
22568,-56
22985,-56
23095,-53
23202,-48
23306,-53
23416,-48
23837,-53
24050,-53
24368,-55
24574,-48
24679,-53
24886,-55
24995,-53
25204,-48
25310,-53
25828,-53
25933,-56
26037,-48
26142,-53
26353,-48
26566,-48
26672,-53
26775,-56
26884,-53
27102,-56
27319,-48
27529,-56
27632,-56
27845,-56
27953,-53
28060,-55
28167,-53
28377,-48
28486,-56
28587,-56
28695,-53
29323,-48
29432,-55
29533,-56
29637,-48
30167,-48
30373,-53
30790,-53
30999,-48
31208,-56
31317,-53
31419,-53
31527,-48
31636,-55
32367,-56
32476,-53
32788,-48
32888,-48
32998,-56
33103,-48
33208,-53
33422,-53
33632,-48
33736,-53
33950,-53
34055,-56
34160,-48
34265,-53
34366,-53
34467,-53
34573,-55
34778,-48
34880,-48
34986,-53
35087,-53
35188,-53
35292,-56
35394,-56
35503,-53
35608,-56
35923,-56
36238,-55
36343,-48
36447,-53
36556,-48
36660,-53
36762,-53
36866,-56
37080,-55
37291,-53
37395,-55
37604,-48
37708,-53
37809,-53
38020,-48
38123,-53
38540,-53
38751,-48
39066,-48
39169,-53
39270,-53
39808,-48
39908,-48
40231,-56
40339,-53
40557,-56
40660,-55
40760,-56
40864,-48
41068,-48
41172,-53
41281,-48
41492,-55
41905,-53
42120,-55
42227,-48
42332,-53
42545,-53
42654,-48
42755,-48
42859,-53
43074,-53
43175,-53
43378,-53
43480,-53
43588,-48
43692,-53
43797,-55
44003,-48
44113,-56
44739,-53
44942,-53
45050,-48
45263,-48
45373,-56
45474,-55
45788,-55
45890,-56
45991,-56
46099,-53
46310,-48
46414,-53
46625,-48
46948,-56
47052,-48
47574,-53
47683,-48
47787,-53
47895,-48
47997,-48
48208,-56
48313,-48
48417,-53
48631,-53
48848,-56
49157,-48
49371,-48
49474,-53
49576,-53
49786,-48
49889,-48
49992,-53
50100,-48
50321,-56
50529,-48
50637,-56
50844,-48
50952,-56
51365,-53
51676,-48
52101,-55
52202,-56
52310,-53
52412,-53
52512,-53
53134,-56
53443,-48
53548,-53
53656,-48
53757,-48
53867,-56
53968,-56
54072,-48
54178,-53
54287,-48
54391,-53
54495,-56
54601,-48
54808,-53
54910,-53
55014,-56
55118,-48
55220,-48
55321,-48
55422,-48
55524,-48
55625,-48
55725,-48
55836,-56
56053,-48
56255,-48
56465,-56
56569,-48
56671,-48
56995,-56
57103,-53
57204,-53
57421,-56
57522,-55
57736,-56
58155,-48
58260,-53
58367,-56
58470,-48
58576,-53
58682,-56
58992,-53
59199,-56
59300,-56
59510,-53
59611,-53
59716,-56
59821,-48
59922,-48
60029,-53
60135,-48
60245,-56
60346,-55
60760,-53
60868,-48
60976,-55
61388,-53
61595,-55
61911,-55
62116,-48
62221,-53
62324,-53
62961,-48
63267,-53
63372,-55
63473,-56
63687,-56
63796,-53
64223,-53
64431,-56
64745,-55
64951,-48
65059,-55
65372,-53
65480,-48
65582,-48
65682,-48
65788,-53
65892,-56
66001,-53
66212,-48
66312,-48
66414,-48
66522,-56
66627,-48
66728,-48
66831,-48
66936,-53
67146,-48
67250,-53
67359,-48
67461,-48
67674,-48
67895,-56
67996,-56
68308,-53
68517,-48
68626,-56
68836,-53
69043,-55
69147,-48
69253,-53
69463,-48
69681,-53
69992,-48
70302,-56
70407,-48
70509,-48
70618,-56
70719,-56
70824,-48
70928,-53
71033,-56
71135,-56
71346,-53
71558,-53
71659,-53
71762,-53
72072,-48
72286,-48
72395,-56
72714,-48
72928,-48
73141,-48
73243,-48
73347,-53
73666,-56
73875,-53
74187,-48
74391,-48
74498,-56
74600,-56
74700,-56
74807,-48
74916,-56
75017,-56
75234,-48
75342,-56
75443,-55
75549,-48
75651,-48
76381,-48
76487,-53
76592,-56
76692,-56
76796,-48
77116,-53
77218,-53
77629,-48
77738,-56
78163,-53
78591,-53
78692,-53
78793,-53
79103,-48
79208,-53
79408,-48
79622,-48
79727,-53
79831,-56
79933,-56
80139,-48
80353,-48
80566,-48
80670,-53
80772,-53
81298,-48
81398,-48
81823,-56
81928,-48
82134,-53
82446,-48
82549,-53
82658,-48
82759,-48
82864,-53
