1,239,27136,-60,26
2,205,27162,-64,26
3,173,27169,-65,26
4,138,27209,-80,26
1,240,27235,-60,26
2,206,27258,-63,26
3,174,27274,-65,26
4,139,27306,-79,26
1,241,27337,-60,26
2,207,27359,-64,26
3,175,27367,-65,26
4,140,27410,-80,26
1,242,27434,-60,26
2,208,27463,-64,26
3,176,27466,-65,26
4,141,27512,-96,80
1,243,27531,-65,80
2,209,27564,-71,80
3,177,27576,-69,80
4,142,27609,-96,80
1,244,27635,-65,80
2,210,27659,-71,80
3,178,27667,-69,80
4,143,27712,-96,80
1,245,27735,-66,80
2,211,27758,-70,80
3,179,27770,-70,80
4,144,27808,-94,80
1,246,27834,-65,80
2,212,27856,-71,80
3,180,27873,-70,80
4,145,27913,-96,80
1,247,27939,-65,80
2,213,27961,-71,80
3,181,27974,-70,80
4,146,28012,-79,2
1,248,28040,-60,2
2,214,28056,-63,2
3,182,28075,-70,2
4,147,28104,-79,2
1,249,28140,-60,2
2,215,28162,-62,2
3,183,28172,-69,2
4,148,28212,-79,2
1,250,28232,-60,2
2,216,28256,-62,2
3,184,28270,-69,2
4,149,28313,-79,2
1,251,28339,-60,2
2,217,28363,-62,2
3,185,28373,-69,2
4,150,28410,-79,2
1,252,28440,-60,2
2,218,28456,-62,2
3,186,28473,-69,2
4,151,28505,-79,2
1,253,28531,-60,26
2,219,28563,-64,26
3,187,28566,-65,26
4,152,28611,-80,26
1,254,28640,-60,26
2,220,28656,-64,26
3,188,28670,-65,26
4,153,28707,-81,26
1,255,28740,-60,26
2,221,28759,-64,26
3,189,28771,-65,26
4,154,28809,-80,26
1,0,28841,-60,26
2,222,28862,-64,26
3,190,28872,-65,26
4,155,28909,-81,26
1,1,28932,-60,26
2,223,28962,-64,26
3,191,28967,-65,26
4,156,29012,-95,80
1,2,29032,-65,80
2,224,29062,-70,80
3,192,29073,-69,80
4,157,29112,-96,80
1,3,29135,-66,80
2,225,29160,-71,80
3,193,29171,-69,80
4,158,29205,-96,80
1,4,29233,-65,80
2,226,29262,-71,80
3,194,29269,-70,80
4,159,29312,-94,80
1,5,29336,-66,80
2,227,29361,-71,80
3,195,29371,-70,80
4,160,29413,-94,80
1,6,29438,-65,80
2,228,29456,-70,80
3,196,29470,-70,80
4,161,29505,-96,80
1,7,29538,-60,2
2,229,29558,-62,2
3,197,29575,-70,2
4,162,29604,-79,2
1,8,29640,-60,2
2,230,29659,-63,2
3,198,29667,-70,2
4,163,29709,-79,2
1,9,29732,-60,2
2,231,29758,-62,2
3,199,29774,-70,2
4,164,29811,-79,2
1,10,29832,-60,2
2,232,29860,-62,2
3,200,29875,-70,2
4,165,29910,-79,2
1,11,29931,-60,2
2,233,29958,-63,2
3,201,29973,-70,2
1,12,30034,-60,26
2,234,30055,-64,26
3,202,30072,-65,26
4,167,30113,-80,26
1,13,30137,-60,26
2,235,30157,-64,26
3,203,30168,-65,26
4,168,30205,-80,26
1,14,30234,-60,26
2,236,30263,-64,26
3,204,30269,-65,26
4,169,30311,-80,26
1,15,30331,-60,26
2,237,30363,-64,26
3,205,30368,-65,26
4,170,30414,-80,26
1,16,30431,-60,26
2,238,30456,-64,26
3,206,30468,-65,26
4,171,30511,-94,80
1,17,30536,-65,80
2,239,30556,-71,80
3,207,30570,-70,80
4,172,30605,-94,80
1,18,30635,-65,80
2,240,30658,-71,80
3,208,30668,-70,80
4,173,30712,-94,80
1,19,30731,-65,80
2,241,30761,-71,80
3,209,30774,-70,80
4,174,30806,-95,80
1,20,30834,-65,80
2,242,30862,-71,80
3,210,30876,-69,80
4,175,30909,-95,80
1,21,30938,-65,80
2,243,30962,-71,80
3,211,30973,-70,80
4,176,31012,-79,2
1,22,31037,-60,2
2,244,31055,-62,2
3,212,31070,-70,2
4,177,31112,-79,2
1,23,31138,-60,2
2,245,31153,-62,2
3,213,31171,-69,2
4,178,31205,-79,2
1,24,31238,-60,2
2,246,31262,-62,2
3,214,31272,-69,2
4,179,31306,-79,2
1,25,31333,-60,2
2,247,31361,-62,2
3,215,31368,-70,2
4,180,31405,-79,2
1,26,31437,-60,2
2,248,31461,-62,2
3,216,31470,-70,2
4,181,31509,-79,2
1,27,31535,-60,26
2,249,31563,-64,26
3,217,31572,-65,26
4,182,31608,-80,26
1,28,31633,-60,26
2,250,31655,-64,26
3,218,31667,-65,26
4,183,31711,-80,26
1,29,31732,-60,26
2,251,31762,-64,26
3,219,31774,-65,26
4,184,31810,-80,26
1,30,31834,-60,26
2,252,31857,-64,26
3,220,31868,-65,26
4,185,31914,-80,26
1,31,31941,-60,26
2,253,31961,-64,26
3,221,31969,-65,26
4,186,32005,-80,26
1,32,32036,-65,80
2,254,32059,-71,80
3,222,32071,-70,80
4,187,32105,-94,80
1,33,32135,-66,80
2,255,32162,-70,80
3,223,32175,-69,80
4,188,32209,-95,80
1,34,32232,-65,80
2,0,32261,-71,80
4,189,32306,-94,80
1,35,32336,-66,80
2,1,32358,-70,80
3,225,32375,-69,80
4,190,32408,-94,80
1,36,32437,-66,80
2,2,32457,-71,80
3,226,32468,-70,80
1,37,32534,-60,2
2,3,32561,-62,2
3,227,32569,-70,2
4,192,32610,-78,2
1,38,32635,-60,2
2,4,32661,-62,2
3,228,32667,-69,2
4,193,32713,-79,2
1,39,32736,-60,2
2,5,32754,-62,2
3,229,32770,-70,2
4,194,32805,-79,2
1,40,32840,-60,2
2,6,32857,-62,2
3,230,32866,-69,2
4,195,32912,-79,2
1,41,32934,-60,2
2,7,32961,-62,2
3,231,32974,-70,2
