Timestamp,1
0,-55
98,-55
197,-55
300,-55
395,-60
503,-60
596,-60
698,-60
797,-60
902,-53
996,-53
1096,-53
1197,-53
1297,-53
1402,-55
1500,-55
1600,-55
1699,-55
1801,-55
1897,-60
2001,-60
2105,-61
2202,-61
2295,-60
2399,-53
2496,-53
2598,-53
2696,-53
2800,-53
2897,-55
2998,-55
3098,-55
3196,-55
3301,-55
3396,-60
3500,-60
3604,-60
3699,-60
3795,-60
3903,-53
3994,-53
4095,-53
4203,-53
4294,-53
4394,-55
4498,-55
4603,-55
4697,-55
4797,-55
4895,-60
5005,-60
5095,-61
5196,-60
5300,-60
5402,-53
5496,-53
5600,-53
5702,-53
5797,-53
5898,-55
5996,-55
6100,-55
6195,-55
6303,-55
6402,-60
6498,-60
6599,-60
6699,-60
6805,-60
6895,-53
6996,-53
7097,-53
7195,-53
7300,-53
7398,-55
7497,-55
7603,-55
7696,-55
7800,-55
7900,-61
7996,-61
8100,-61
8205,-60
8303,-60
8398,-53
8501,-53
8598,-53
8700,-53
8796,-53
8894,-55
9094,-55
9201,-55
9296,-55
9396,-60
9496,-60
9595,-60
9704,-60
9797,-60
9902,-53
10002,-53
10100,-53
10199,-53
10299,-53
10397,-55
10495,-55
10597,-55
10695,-55
10796,-55
10899,-60
10995,-60
11096,-60
11197,-61
11304,-61
11400,-53
11500,-53
11603,-53
11695,-53
11796,-53
11903,-55
12004,-55
12095,-55
12194,-55
12298,-55
12396,-60
12503,-60
12602,-61
12696,-60
12801,-60
12896,-53
12997,-53
13094,-53
13199,-53
13301,-53
13402,-55
13501,-55
13602,-55
13700,-55
13799,-55
13904,-60
14003,-60
14099,-60
14202,-61
14298,-60
14400,-53
14495,-53
14598,-53
14701,-53
14801,-53
14899,-55
15001,-55
15100,-55
15195,-55
15302,-55
15400,-60
15496,-61
15598,-60
15699,-60
15799,-60
15901,-53
15996,-53
16099,-53
16198,-53
16297,-53
16400,-55
16501,-55
16603,-55
16695,-55
16794,-55
16898,-60
17003,-60
17103,-60
17202,-60
17304,-60
17401,-53
17495,-53
17603,-53
17696,-53
17799,-53
17902,-55
17995,-55
18098,-55
18197,-55
18303,-55
18401,-60
18498,-60
18601,-60
18695,-60
18799,-60
18896,-53
19000,-53
19096,-53
19199,-53
19296,-53
19401,-55
19504,-55
19599,-55
19699,-55
19794,-55
19898,-60
