4,70,19850,-66
1,70,19872,-53
3,71,19937,-49
2,71,19949,-54
4,71,19954,-66
1,71,19973,-53
3,72,20042,-53
2,72,20053,-56
4,72,20056,-59
1,72,20082,-65
3,73,20146,-53
2,73,20154,-56
4,73,20163,-59
1,73,20192,-65
3,74,20250,-53
2,74,20257,-56
4,74,20272,-59
1,74,20297,-64
3,75,20350,-53
2,75,20360,-57
4,75,20377,-59
1,75,20401,-64
3,76,20453,-53
2,76,20461,-56
4,76,20484,-59
3,77,20559,-61
2,77,20564,-57
4,77,20588,-58
1,77,20613,-50
2,78,20666,-57
3,78,20669,-60
4,78,20694,-58
1,78,20715,-50
2,79,20767,-57
3,79,20770,-61
4,79,20804,-58
1,80,20822,-50
2,80,20871,-57
3,80,20874,-61
4,80,20908,-58
1,81,20923,-50
3,81,20979,-61
2,81,20981,-57
4,81,21016,-66
1,82,21029,-53
3,82,21087,-49
2,82,21091,-54
4,82,21120,-66
1,83,21133,-53
3,83,21193,-49
2,83,21200,-54
4,83,21221,-66
1,84,21242,-53
3,84,21295,-49
2,84,21310,-54
4,84,21322,-66
1,85,21349,-53
3,85,21400,-49
2,85,21420,-54
4,86,21427,-66
1,86,21454,-53
3,86,21505,-49
2,87,21527,-57
4,87,21530,-59
1,87,21560,-65
3,87,21613,-53
4,88,21634,-59
2,88,21636,-56
1,88,21661,-65
3,88,21716,-53
1,89,21764,-65
3,90,21822,-53
4,90,21844,-59
2,90,21849,-57
1,90,21868,-65
3,91,21926,-53
4,91,21947,-59
2,91,21959,-57
1,91,21976,-65
3,92,22025,-60
4,92,22050,-58
2,92,22058,-57
1,92,22082,-50
3,93,22129,-60
4,93,22158,-58
2,93,22162,-57
1,93,22189,-50
3,94,22237,-60
4,94,22264,-59
2,94,22268,-57
1,94,22299,-50
3,95,22346,-61
4,95,22367,-58
2,95,22369,-57
1,95,22400,-50
3,96,22452,-61
4,96,22469,-58
2,96,22475,-57
1,96,22510,-53
3,97,22555,-49
4,97,22572,-66
2,97,22584,-54
1,97,22614,-53
3,98,22656,-49
4,98,22672,-66
2,98,22688,-54
1,98,22716,-53
3,99,22765,-49
4,99,22774,-66
2,99,22791,-54
1,100,22823,-54
