1,180,2471,-63
2,180,2526,-66
4,181,2591,-73
3,182,2620,-63
1,181,2633,-61
2,182,2684,-66
4,183,2755,-72
3,183,2780,-62
1,183,2791,-61
2,183,2838,-66
4,184,2910,-73
3,185,2938,-62
1,185,2949,-61
2,185,2995,-66
4,186,3066,-61
3,186,3097,-59
1,186,3110,-62
2,187,3159,-69
4,187,3228,-61
3,188,3260,-59
1,188,3269,-62
2,188,3315,-68
4,189,3389,-60
3,189,3419,-59
1,189,3432,-62
2,190,3472,-69
4,190,3544,-63
3,191,3578,-64
1,191,3589,-62
2,191,3630,-73
4,192,3700,-62
3,193,3737,-64
1,193,3751,-62
2,193,3786,-73
4,194,3860,-62
3,194,3895,-64
1,194,3907,-62
2,194,3940,-73
4,195,4021,-73
3,196,4047,-63
1,196,4067,-61
2,196,4094,-66
4,197,4181,-73
3,197,4205,-63
1,197,4225,-61
2,198,4249,-66
4,198,4338,-73
3,199,4368,-63
1,199,4382,-61
2,199,4407,-67
4,200,4501,-73
3,201,4532,-59
1,200,4543,-61
2,201,4564,-68
4,202,4663,-61
3,202,4688,-59
1,202,4706,-62
2,202,4720,-69
4,203,4817,-61
3,204,4846,-59
1,204,4861,-61
2,204,4882,-68
4,205,4976,-61
3,205,5007,-59
1,205,5024,-63
2,205,5038,-73
4,206,5138,-62
3,207,5168,-64
1,207,5184,-63
2,207,5192,-73
4,208,5297,-63
3,209,5325,-64
1,208,5338,-63
2,209,5349,-73
4,210,5455,-63
3,210,5483,-64
1,210,5501,-62
4,211,5610,-72
3,212,5636,-62
1,212,5653,-61
2,212,5668,-66
4,213,5768,-72
3,213,5799,-63
1,213,5817,-61
2,213,5822,-66
4,214,5925,-73
3,215,5962,-62
1,215,5976,-61
2,215,5981,-67
4,216,6083,-61
3,216,6121,-59
1,216,6134,-62
2,217,6145,-69
4,217,6243,-61
3,218,6278,-59
1,218,6294,-62
2,218,6300,-69
4,219,6401,-61
3,220,6437,-59
2,220,6461,-69
4,221,6558,-63
3,221,6601,-64
1,221,6610,-63
2,221,6625,-73
4,222,6721,-63
