3,103,10477,-73
4,104,10513,-67
1,104,10515,-55
2,104,10549,-64
3,107,10901,-74
1,108,10925,-55
4,108,10927,-68
2,108,10964,-64
3,109,11004,-74
1,109,11026,-55
4,109,11028,-67
2,112,11381,-64
3,113,11422,-73
4,113,11444,-66
1,113,11454,-55
2,113,11484,-64
4,117,11867,-67
1,117,11879,-55
2,118,11904,-64
3,118,11951,-75
4,118,11975,-67
1,118,11988,-55
2,119,12005,-64
3,122,12366,-74
1,122,12396,-55
4,122,12398,-67
2,123,12418,-64
3,123,12471,-73
4,127,12812,-66
2,127,12827,-65
3,127,12893,-73
1,128,12916,-55
4,128,12919,-66
2,128,12934,-64
3,132,13306,-74
1,132,13331,-55
4,132,13349,-67
2,132,13363,-64
3,133,13407,-74
1,133,13432,-55
2,136,13785,-65
3,137,13820,-73
1,137,13847,-55
4,137,13875,-67
2,137,13886,-65
3,138,13925,-74
1,141,14280,-55
4,141,14293,-66
2,142,14310,-64
3,142,14340,-74
1,142,14390,-55
4,142,14397,-66
2,146,14734,-64
3,146,14755,-75
1,147,14816,-55
4,147,14831,-68
2,147,14844,-64
3,147,14861,-74
1,151,15235,-55
4,151,15244,-67
2,151,15258,-64
3,151,15269,-73
1,152,15337,-55
4,152,15350,-66
2,152,15362,-64
1,156,15755,-55
4,156,15769,-67
3,156,15784,-74
2,156,15788,-64
1,160,16173,-55
4,160,16190,-68
3,160,16202,-75
2,161,16208,-64
1,161,16278,-55
4,161,16291,-68
3,162,16306,-75
2,162,16309,-64
1,165,16697,-55
4,166,16714,-67
3,166,16723,-74
2,166,16730,-65
1,166,16798,-55
2,170,17143,-64
3,170,17145,-74
1,171,17219,-55
4,171,17234,-68
2,171,17244,-64
3,171,17252,-74
1,175,17637,-55
4,175,17660,-67
2,175,17670,-64
3,175,17680,-74
1,176,17742,-55
2,179,18090,-64
3,179,18102,-73
1,180,18159,-55
4,180,18191,-66
2,180,18194,-64
3,181,18207,-73
1,184,18578,-55
2,185,18607,-64
4,185,18614,-67
3,185,18621,-74
1,185,18678,-55
2,186,18711,-64
4,186,18716,-68
3,186,18724,-74
1,189,19101,-55
2,190,19121,-64
4,190,19128,-67
3,190,19142,-74
2,194,19533,-64
4,194,19547,-66
3,194,19565,-74
1,195,19626,-55
2,195,19639,-64
4,195,19650,-66
3,195,19670,-74
1,199,20049,-55
2,199,20057,-64
4,199,20060,-68
3,199,20097,-74
1,200,20155,-55
2,200,20164,-64
4,200,20167,-68
3,204,20517,-73
1,204,20572,-55
2,204,20584,-64
4,204,20590,-67
3,205,20622,-73
1,208,20993,-55
2,208,21001,-64
4,209,21018,-67
3,209,21045,-75
1,209,21100,-55
2,209,21102,-64
4,210,21126,-67
3,213,21459,-74
1,214,21518,-55
2,214,21527,-64
4,214,21538,-68
3,214,21565,-74
1,218,21941,-55
2,218,21954,-64
4,218,21957,-67
3,218,21987,-73
1,219,22043,-55
2,219,22055,-64
4,219,22064,-66
3,223,22419,-74
1,223,22468,-55
2,223,22473,-64
4,223,22480,-68
3,224,22519,-74
2,227,22891,-64
4,228,22912,-67
3,228,22941,-74
1,228,22980,-55
2,228,22996,-64
4,229,23016,-67
3,229,23046,-73
3,232,23371,-73
1,233,23409,-55
2,233,23428,-64
4,233,23436,-67
3,233,23473,-73
1,234,23513,-55
2,237,23854,-64
4,237,23856,-68
3,237,23899,-75
1,238,23926,-55
2,238,23963,-64
4,238,23965,-68
3,239,24003,-73
1,242,24348,-55
4,242,24387,-67
2,242,24394,-64
3,243,24419,-73
1,243,24453,-55
3,247,24844,-75
1,247,24865,-55
4,248,24913,-67
2,248,24920,-64
3,248,24946,-74
4,252,25339,-68
2,252,25343,-64
3,252,25370,-74
1,252,25392,-55
4,253,25441,-67
2,0,25773,-65
3,0,25781,-73
1,1,25815,-55
4,1,25847,-67
2,1,25880,-64
3,1,25890,-73
1,2,25921,-55
4,5,26274,-68
2,5,26298,-64
3,6,26304,-74
1,6,26346,-55
4,6,26382,-68
2,6,26400,-64
1,10,26765,-55
4,10,26797,-68
2,11,26817,-64
3,11,26825,-73
1,11,26868,-55
2,15,27238,-64
3,15,27239,-73
1,15,27290,-55
4,16,27314,-68
3,16,27339,-73
2,16,27346,-64
1,20,27707,-55
4,20,27726,-68
2,20,27757,-64
3,20,27760,-74
1,21,27809,-55
4,21,27828,-69
3,24,28172,-73
2,24,28176,-64
1,25,28221,-55
4,25,28252,-67
3,25,28273,-73
2,25,28285,-64
4,29,28673,-67
3,30,28705,-73
2,30,28707,-64
1,30,28745,-55
4,30,28776,-68
2,34,29134,-64
1,34,29161,-55
4,34,29199,-68
3,35,29238,-73
2,35,29240,-65
1,35,29266,-55
4,39,29612,-67
3,39,29650,-73
2,39,29666,-65
1,39,29685,-55
4,40,29716,-67
3,40,29752,-73
1,44,30115,-55
4,44,30134,-68
3,44,30171,-74
2,44,30189,-64
1,45,30223,-55
4,45,30235,-68
3,48,30590,-73
2,49,30604,-64
1,49,30633,-55
4,49,30645,-67
3,49,30693,-73
2,50,30706,-64
1,53,31058,-55
4,53,31063,-67
3,54,31114,-73
2,54,31127,-64
1,54,31161,-55
4,54,31164,-67
2,58,31546,-64
1,58,31586,-55
4,58,31589,-68
3,59,31628,-74
2,59,31649,-64
3,63,32038,-73
2,63,32053,-64
1,64,32106,-55
4,64,32108,-67
3,64,32145,-74
2,64,32155,-64
4,68,32511,-67
1,68,32539,-55
3,68,32570,-73
2,68,32583,-64
4,69,32618,-67
1,69,32647,-55
2,72,32995,-64
3,72,33001,-74
4,73,33036,-68
1,73,33071,-55
2,73,33098,-64
3,74,33108,-74
1,77,33491,-55
2,78,33521,-64
3,78,33535,-73
4,78,33553,-67
1,78,33592,-55
2,82,33950,-64
3,82,33957,-74
1,83,34015,-55
2,83,34058,-64
3,83,34061,-74
4,83,34063,-68
1,87,34422,-55
2,87,34482,-64
3,87,34485,-74
4,87,34490,-68
1,88,34523,-55
2,91,34899,-64
3,92,34913,-73
4,92,34917,-67
1,92,34944,-55
2,92,35002,-64
4,93,35023,-67
1,93,35044,-55
2,97,35419,-64
4,97,35442,-69
3,97,35444,-74
1,97,35460,-55
2,101,35852,-64
4,101,35858,-68
3,101,35864,-73
1,101,35878,-55
2,102,35958,-64
4,102,35964,-68
1,102,35984,-55
2,106,36376,-64
4,106,36379,-67
3,106,36394,-73
1,107,36405,-55
2,107,36482,-64
4,107,36484,-68
3,111,36819,-74
1,111,36832,-55
2,111,36901,-64
4,111,36903,-69
3,112,36925,-74
1,112,36938,-55
2,116,37321,-64
3,116,37349,-73
1,116,37360,-55
2,117,37424,-64
4,117,37428,-67
3,120,37785,-73
1,120,37787,-55
4,121,37838,-67
2,121,37843,-64
3,121,37887,-74
1,121,37891,-55
2,125,38252,-64
4,125,38256,-68
3,126,38311,-73
1,126,38318,-55
2,126,38353,-64
4,126,38361,-68
2,130,38765,-64
4,130,38776,-68
3,131,38836,-74
2,131,38875,-64
4,131,38883,-68
3,135,39256,-74
1,135,39268,-55
2,135,39298,-64
4,136,39312,-68
3,136,39362,-74
1,139,39695,-55
2,140,39707,-64
4,140,39734,-68
1,140,39801,-55
2,141,39808,-65
4,141,39840,-67
3,144,40199,-74
1,145,40228,-55
2,145,40233,-64
4,145,40260,-68
3,146,40305,-75
2,149,40656,-64
4,149,40684,-68
3,150,40715,-76
1,150,40748,-55
2,150,40762,-64
4,150,40792,-68
3,154,41139,-73
1,154,41160,-55
2,154,41177,-64
4,155,41218,-68
3,155,41247,-74
1,155,41261,-55
2,155,41281,-64
4,159,41638,-68
3,159,41666,-74
1,159,41681,-55
2,159,41701,-64
4,160,41744,-68
1,163,42099,-55
2,164,42110,-64
4,164,42163,-66
3,164,42194,-73
1,164,42200,-55
2,165,42219,-64
4,168,42583,-67
3,169,42612,-74
1,169,42615,-55
2,169,42637,-65
4,169,42693,-67
3,170,42716,-73
1,170,42718,-55
2,173,43054,-64
4,174,43112,-68
3,174,43129,-75
1,174,43136,-55
2,174,43156,-64
4,178,43536,-67
3,178,43547,-75
1,178,43551,-55
2,178,43579,-64
4,179,43638,-67
1,179,43652,-55
2,179,43687,-64
1,183,44056,-55
4,183,44065,-67
3,183,44073,-73
2,183,44100,-64
1,184,44164,-55
4,184,44166,-68
4,187,44491,-68
2,188,44519,-64
1,188,44583,-55
4,188,44592,-67
3,188,44594,-75
2,189,44624,-64
1,192,45003,-55
3,193,45013,-75
4,193,45015,-67
2,193,45041,-64
1,194,45106,-55
3,194,45118,-77
4,194,45123,-68
2,197,45459,-64
1,198,45529,-55
4,198,45538,-68
3,198,45544,-76
2,198,45568,-64
1,202,45942,-55
3,202,45957,-74
4,202,45967,-68
2,202,45990,-64
1,203,46049,-55
3,203,46060,-74
4,203,46070,-68
1,207,46475,-55
3,207,46477,-76
4,207,46494,-67
2,208,46516,-64
1,211,46897,-55
4,212,46911,-67
2,212,46939,-65
3,212,46984,-73
1,212,47000,-55
4,213,47016,-67
2,213,47043,-64
3,217,47404,-73
1,217,47413,-55
4,217,47422,-67
2,217,47468,-64
3,218,47507,-73
1,218,47519,-55
4,221,47853,-67
2,221,47900,-64
3,222,47927,-73
1,222,47948,-55
4,222,47956,-67
2,223,48006,-64
1,226,48367,-55
4,226,48372,-68
2,227,48417,-64
3,227,48448,-74
1,227,48468,-55
4,227,48472,-67
3,231,48874,-73
4,231,48880,-67
1,231,48891,-55
2,232,48944,-65
3,235,49296,-74
4,235,49300,-67
1,236,49311,-55
2,236,49364,-64
3,236,49398,-74
4,236,49400,-68
1,237,49415,-55
2,240,49787,-64
4,241,49808,-68
3,241,49820,-74
1,241,49830,-55
2,241,49891,-64
4,242,49918,-67
3,242,49925,-74
1,245,50252,-55
2,246,50305,-64
3,246,50331,-74
4,246,50337,-68
1,246,50357,-55
3,250,50755,-75
4,250,50757,-67
1,250,50774,-55
2,251,50831,-64
3,251,50860,-75
4,251,50862,-67
1,251,50883,-55
2,255,51255,-65
4,255,51282,-67
3,255,51295,-73
1,255,51297,-55
2,0,51357,-64
4,4,51707,-67
1,4,51714,-55
3,4,51718,-73
2,4,51787,-64
4,5,51809,-67
1,5,51824,-55
3,5,51828,-73
2,8,52201,-64
4,9,52230,-67
1,9,52244,-55
3,9,52249,-75
2,9,52301,-64
1,13,52664,-55
3,13,52674,-76
2,14,52718,-64
4,14,52756,-68
1,14,52770,-55
3,14,52779,-76
2,18,53138,-64
4,18,53168,-68
1,18,53181,-55
3,18,53201,-77
2,19,53243,-64
4,19,53269,-68
1,19,53287,-55
3,23,53615,-78
2,23,53663,-64
4,23,53693,-68
1,24,53702,-55
3,24,53721,-77
4,27,54101,-66
1,28,54121,-55
3,28,54140,-73
2,28,54177,-64
4,29,54208,-66
1,29,54230,-55
3,29,54244,-72
2,32,54595,-65
4,33,54625,-66
1,33,54639,-55
3,33,54660,-75
2,33,54699,-65
4,34,54727,-66
1,37,55058,-55
3,37,55084,-74
2,38,55117,-64
4,38,55159,-66
1,38,55166,-55
3,38,55188,-74
2,42,55540,-65
4,42,55578,-66
1,42,55590,-56
3,43,55607,-74
2,43,55649,-65
4,43,55681,-66
1,47,56013,-55
3,47,56032,-74
2,47,56070,-65
4,47,56099,-66
1,48,56119,-55
3,48,56134,-74
2,51,56495,-65
4,52,56524,-66
1,52,56538,-55
3,52,56564,-75
4,53,56627,-66
1,53,56641,-55
3,56,56990,-75
2,57,57020,-65
4,57,57048,-66
1,57,57061,-55
3,57,57092,-75
4,61,57467,-66
1,61,57488,-55
3,62,57512,-75
2,62,57547,-65
4,62,57570,-66
1,62,57596,-55
2,66,57965,-65
4,66,57986,-66
1,67,58017,-55
3,67,58032,-74
2,67,58067,-65
4,71,58413,-66
1,71,58429,-55
3,71,58448,-74
2,71,58492,-65
4,72,58520,-66
1,72,58532,-55
3,72,58553,-74
2,76,58912,-65
4,76,58943,-66
1,76,58947,-55
3,76,58969,-74
2,77,59019,-65
4,77,59048,-65
4,80,59371,-66
3,80,59387,-74
2,81,59438,-65
1,81,59474,-55
4,81,59476,-66
3,81,59490,-74
1,85,59895,-55
4,85,59898,-66
3,86,59911,-74
2,86,59951,-65
1,86,59997,-55
4,86,60003,-66
3,90,60333,-74
2,90,60372,-65
1,91,60418,-55
3,91,60437,-74
2,91,60475,-65
1,95,60832,-55
4,95,60842,-66
3,95,60874,-74
2,95,60891,-65
1,96,60936,-55
4,96,60947,-66
3,100,61302,-74
2,100,61317,-66
1,100,61353,-55
4,100,61362,-66
3,101,61405,-74
2,101,61419,-65
1,104,61775,-55
4,104,61788,-66
3,105,61816,-75
2,105,61845,-65
1,105,61877,-55
4,105,61897,-66
3,106,61921,-74
2,109,62264,-65
1,109,62291,-55
4,110,62319,-66
3,110,62347,-74
2,110,62369,-65
1,110,62392,-55
4,114,62747,-66
3,114,62755,-74
2,114,62779,-66
1,115,62813,-55
4,115,62852,-66
3,115,62861,-74
2,115,62880,-65
1,119,63228,-55
4,119,63272,-66
3,119,63277,-74
2,119,63290,-65
1,120,63328,-55
4,123,63690,-66
3,123,63696,-75
2,124,63714,-65
1,124,63752,-55
4,124,63792,-66
3,125,63804,-74
2,125,63816,-65
1,128,64171,-55
4,129,64213,-66
3,129,64224,-75
2,129,64236,-65
1,129,64274,-55
4,130,64320,-66
3,133,64650,-74
2,133,64656,-66
1,133,64693,-55
4,134,64744,-66
3,134,64750,-75
2,134,64755,-66
1,134,64800,-55
4,138,65160,-66
3,138,65169,-74
2,138,65182,-65
1,139,65224,-55
4,139,65266,-66
3,139,65270,-74
2,139,65285,-65
2,143,65611,-65
1,143,65637,-55
4,143,65674,-66
3,143,65681,-75
2,144,65718,-65
1,144,65742,-55
4,147,66100,-67
2,148,66133,-65
1,148,66157,-55
3,148,66197,-77
4,148,66202,-66
2,149,66235,-65
1,152,66578,-55
3,153,66610,-75
4,153,66630,-66
2,153,66661,-64
1,153,66685,-55
3,154,66717,-75
4,157,67051,-66
2,157,67082,-65
1,158,67110,-55
3,158,67137,-75
4,158,67154,-66
2,158,67183,-65
3,162,67555,-76
4,162,67578,-66
2,163,67611,-65
1,163,67625,-55
3,163,67662,-74
2,167,68034,-65
1,167,68041,-55
3,167,68083,-75
4,168,68106,-66
2,168,68141,-65
1,168,68143,-55
3,172,68508,-74
4,172,68518,-66
2,172,68557,-65
1,172,68570,-55
3,173,68618,-74
4,173,68624,-66
1,176,68991,-55
4,177,69041,-66
2,177,69085,-65
1,177,69095,-55
4,181,69458,-66
3,181,69463,-75
2,181,69499,-65
1,182,69514,-55
4,182,69565,-66
3,182,69569,-75
2,183,69605,-65
1,186,69936,-55
4,186,69994,-66
3,186,69998,-75
2,187,70022,-65
1,187,70039,-55
3,191,70410,-74
4,191,70417,-66
2,191,70442,-65
1,191,70462,-55
