1,207,20535,-75,2
1,208,20642,-74,2
1,209,20733,-75,2
1,210,20833,-74,2
1,211,20934,-75,2
1,212,21033,-78,26
1,213,21134,-78,26
1,214,21239,-78,26
1,215,21336,-79,26
1,216,21442,-78,26
1,217,21537,-75,80
1,218,21635,-75,80
1,219,21741,-75,80
1,220,21835,-75,80
1,221,21939,-75,80
1,222,22035,-75,2
1,223,22135,-74,2
1,224,22235,-74,2
1,225,22333,-74,2
1,226,22436,-74,2
1,227,22540,-78,26
1,228,22642,-78,26
1,229,22739,-78,26
1,230,22834,-78,26
1,231,22939,-79,26
1,232,23041,-75,80
1,233,23140,-75,80
1,234,23240,-75,80
1,235,23340,-75,80
1,236,23434,-75,80
1,237,23534,-74,2
1,238,23635,-74,2
1,239,23735,-74,2
1,240,23842,-74,2
1,241,23936,-74,2
1,242,24033,-78,26
1,243,24135,-78,26
1,244,24241,-78,26
1,245,24336,-78,26
1,246,24442,-78,26
1,247,24538,-75,80
1,248,24634,-75,80
1,249,24739,-75,80
1,250,24839,-75,80
1,251,24936,-75,80
1,252,25037,-74,2
1,253,25133,-75,2
1,254,25240,-74,2
1,255,25342,-74,2
1,0,25433,-74,2
1,1,25539,-78,26
1,2,25634,-78,26
1,3,25741,-78,26
1,4,25836,-78,26
1,5,25934,-78,26
1,6,26041,-75,80
1,7,26140,-75,80
1,8,26236,-75,80
1,9,26337,-75,80
1,10,26443,-75,80
1,11,26533,-75,2
1,12,26633,-75,2
1,13,26733,-74,2
1,14,26835,-74,2
1,15,26935,-74,2
1,16,27034,-78,26
1,17,27139,-78,26
1,18,27235,-78,26
1,19,27335,-78,26
1,20,27442,-78,26
1,21,27540,-75,80
1,22,27641,-75,80
1,23,27738,-75,80
1,24,27839,-75,80
1,25,27935,-75,80
1,26,28034,-74,2
1,27,28134,-74,2
1,28,28237,-75,2
1,29,28337,-74,2
1,30,28433,-74,2
1,31,28535,-78,26
1,32,28637,-78,26
1,33,28742,-78,26
1,34,28834,-78,26
1,35,28939,-78,26
1,36,29042,-75,80
1,37,29142,-75,80
1,38,29241,-75,80
1,39,29341,-75,80
1,40,29434,-75,80
1,41,29538,-75,2
1,42,29634,-74,2
1,43,29734,-74,2
1,44,29841,-75,2
1,45,29941,-74,2
1,46,30043,-78,26
1,47,30136,-78,26
1,48,30233,-78,26
1,49,30338,-78,26
1,50,30437,-78,26
1,51,30539,-75,80
1,52,30643,-75,80
1,53,30734,-75,80
1,54,30839,-75,80
1,55,30935,-75,80
1,56,31038,-75,2
1,57,31140,-74,2
1,58,31233,-74,2
1,59,31336,-75,2
1,60,31434,-75,2
1,61,31536,-78,26
1,62,31639,-78,26
1,63,31736,-78,26
1,64,31841,-78,26
1,65,31935,-78,26
1,66,32036,-75,80
1,67,32141,-75,80
1,68,32239,-75,80
1,69,32339,-75,80
1,70,32435,-75,80
1,71,32536,-74,2
1,72,32635,-74,2
1,73,32737,-74,2
1,74,32837,-75,2
1,75,32936,-74,2
1,76,33042,-78,26
1,77,33136,-78,26
1,78,33238,-78,26
1,79,33341,-78,26
1,80,33441,-78,26
1,81,33543,-75,80
1,82,33633,-75,80
1,83,33735,-75,80
1,84,33836,-75,80
1,85,33943,-75,80
1,86,34033,-75,2
1,87,34139,-74,2
1,88,34241,-75,2
1,89,34334,-74,2
1,90,34432,-74,2
1,91,34535,-78,26
1,92,34637,-78,26
1,93,34733,-78,26
1,94,34838,-78,26
1,95,34938,-78,26
1,96,35035,-75,80
1,97,35142,-75,80
1,98,35239,-75,80
1,99,35342,-75,80
1,100,35443,-75,80
1,101,35538,-74,2
1,102,35639,-74,2
1,103,35736,-75,2
1,104,35841,-74,2
1,105,35942,-74,2
1,106,36042,-78,26
1,107,36141,-78,26
1,108,36234,-78,26
1,109,36337,-78,26
1,110,36436,-78,26
1,111,36540,-75,80
1,112,36643,-75,80
1,113,36739,-75,80
1,114,36840,-75,80
1,115,36940,-75,80
1,116,37038,-74,2
1,117,37137,-74,2
1,118,37235,-75,2
1,119,37335,-75,2
1,120,37434,-75,2
1,121,37536,-78,26
1,122,37636,-78,26
1,123,37737,-78,26
1,124,37834,-78,26
1,125,37941,-78,26
1,126,38042,-75,80
1,127,38142,-75,80
1,128,38242,-75,80
1,129,38333,-75,80
1,130,38441,-75,80
1,131,38537,-75,2
1,132,38640,-75,2
1,133,38733,-75,2
1,134,38841,-74,2
1,135,38936,-74,2
1,136,39036,-78,26
1,137,39133,-78,26
1,138,39235,-78,26
1,139,39334,-78,26
1,140,39438,-78,26
1,141,39533,-75,80
1,142,39640,-75,80
1,143,39736,-75,80
1,144,39834,-75,80
1,145,39939,-75,80
1,146,40034,-74,2
1,147,40133,-75,2
1,148,40236,-75,2
1,149,40333,-75,2
1,150,40435,-75,2
1,151,40534,-78,26
